whole milk,other vegetables,rolls/buns,root vegetables,shopping bags,,,,,,,,,,,,,,
root vegetables,,,,,,,,,,,,,,,,,,
tropical fruit,brown bread,napkins,UHT-milk,,,,,,,,,,,,,,,
rolls/buns,root vegetables,canned beer,pip fruit,,,,,,,,,,,,,,,
whole milk,soda,yogurt,tropical fruit,shopping bags,sausage,newspapers,coffee,napkins,chocolate,white bread,salty snack,long life bakery product,dessert,,,,,
yogurt,domestic eggs,curd,white bread,long life bakery product,,,,,,,,,,,,,,
whole milk,other vegetables,soda,root vegetables,fruit/vegetable juice,domestic eggs,curd,beef,,,,,,,,,,,
bottled water,root vegetables,canned beer,frankfurter,hygiene articles,,,,,,,,,,,,,,
other vegetables,rolls/buns,root vegetables,waffles,salty snack,UHT-milk,,,,,,,,,,,,,
whole milk,other vegetables,soda,root vegetables,pip fruit,frankfurter,,,,,,,,,,,,,
whole milk,other vegetables,root vegetables,newspapers,hamburger meat,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,
other vegetables,rolls/buns,root vegetables,tropical fruit,bottled beer,,,,,,,,,,,,,,
pip fruit,,,,,,,,,,,,,,,,,,
citrus fruit,curd,,,,,,,,,,,,,,,,,
fruit/vegetable juice,,,,,,,,,,,,,,,,,,
pastry,newspapers,domestic eggs,frankfurter,coffee,chicken,sugar,,,,,,,,,,,,
whole milk,domestic eggs,,,,,,,,,,,,,,,,,
pastry,hamburger meat,,,,,,,,,,,,,,,,,
long life bakery product,,,,,,,,,,,,,,,,,,
soda,chocolate,,,,,,,,,,,,,,,,,
whole milk,other vegetables,root vegetables,pip fruit,whipped/sour cream,brown bread,cream cheese,hamburger meat,,,,,,,,,,,
whipped/sour cream,frankfurter,coffee,,,,,,,,,,,,,,,,
pastry,,,,,,,,,,,,,,,,,,
newspapers,,,,,,,,,,,,,,,,,,
whole milk,other vegetables,bottled water,pork,chicken,,,,,,,,,,,,,,
rolls/buns,shopping bags,newspapers,brown bread,,,,,,,,,,,,,,,
pip fruit,coffee,,,,,,,,,,,,,,,,,
whole milk,tropical fruit,pip fruit,,,,,,,,,,,,,,,,
other vegetables,root vegetables,hamburger meat,,,,,,,,,,,,,,,,
shopping bags,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,
rolls/buns,root vegetables,tropical fruit,newspapers,,,,,,,,,,,,,,,
whole milk,rolls/buns,yogurt,newspapers,butter,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,
whole milk,whipped/sour cream,curd,,,,,,,,,,,,,,,,
other vegetables,frankfurter,napkins,cream cheese,long life bakery product,,,,,,,,,,,,,,
tropical fruit,citrus fruit,,,,,,,,,,,,,,,,,
pastry,fruit/vegetable juice,salty snack,hamburger meat,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
whole milk,other vegetables,rolls/buns,soda,bottled water,shopping bags,sausage,domestic eggs,chocolate,white bread,dessert,,,,,,,,
yogurt,bottled water,bottled beer,UHT-milk,,,,,,,,,,,,,,,
whole milk,other vegetables,root vegetables,sausage,newspapers,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
chicken,,,,,,,,,,,,,,,,,,
whole milk,other vegetables,soda,root vegetables,whipped/sour cream,beef,chicken,,,,,,,,,,,,
whole milk,pastry,,,,,,,,,,,,,,,,,
frankfurter,chocolate,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,
brown bread,white bread,,,,,,,,,,,,,,,,,
other vegetables,soda,pastry,pork,chicken,white bread,UHT-milk,,,,,,,,,,,,
whole milk,other vegetables,rolls/buns,soda,root vegetables,shopping bags,fruit/vegetable juice,brown bread,domestic eggs,beef,,,,,,,,,
rolls/buns,root vegetables,sugar,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,
yogurt,,,,,,,,,,,,,,,,,,
soda,bottled water,bottled beer,white bread,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
whole milk,sugar,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
whole milk,bottled beer,frozen vegetables,,,,,,,,,,,,,,,,
other vegetables,yogurt,newspapers,whipped/sour cream,,,,,,,,,,,,,,,
rolls/buns,sausage,fruit/vegetable juice,,,,,,,,,,,,,,,,
other vegetables,rolls/buns,newspapers,margarine,white bread,cream cheese,waffles,salty snack,dessert,,,,,,,,,,
whole milk,yogurt,tropical fruit,pip fruit,whipped/sour cream,curd,napkins,long life bakery product,berries,,,,,,,,,,
soda,bottled water,pip fruit,frozen vegetables,salty snack,,,,,,,,,,,,,,
whole milk,other vegetables,rolls/buns,soda,yogurt,root vegetables,tropical fruit,citrus fruit,pip fruit,fruit/vegetable juice,brown bread,onions,,,,,,,
,,,,,,,,,,,,,,,,,,
soda,yogurt,fruit/vegetable juice,curd,,,,,,,,,,,,,,,
whole milk,other vegetables,rolls/buns,newspapers,whipped/sour cream,pork,curd,waffles,salty snack,onions,,,,,,,,,
whole milk,yogurt,bottled water,root vegetables,sausage,pip fruit,fruit/vegetable juice,,,,,,,,,,,,
root vegetables,pip fruit,fruit/vegetable juice,margarine,chocolate,sugar,UHT-milk,,,,,,,,,,,,
bottled water,,,,,,,,,,,,,,,,,,
whole milk,sugar,,,,,,,,,,,,,,,,,
onions,,,,,,,,,,,,,,,,,,
root vegetables,pip fruit,frozen vegetables,salty snack,,,,,,,,,,,,,,,
other vegetables,root vegetables,fruit/vegetable juice,,,,,,,,,,,,,,,,
soda,root vegetables,waffles,,,,,,,,,,,,,,,,
whole milk,other vegetables,root vegetables,tropical fruit,citrus fruit,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,
pastry,domestic eggs,chocolate,cream cheese,dessert,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,
soda,bottled beer,fruit/vegetable juice,napkins,,,,,,,,,,,,,,,
whole milk,sausage,,,,,,,,,,,,,,,,,
yogurt,newspapers,margarine,,,,,,,,,,,,,,,,
whole milk,yogurt,root vegetables,newspapers,butter,napkins,chocolate,chicken,,,,,,,,,,,
whole milk,other vegetables,root vegetables,pip fruit,margarine,pork,chocolate,white bread,,,,,,,,,,,
soda,yogurt,citrus fruit,butter,frozen vegetables,berries,,,,,,,,,,,,,
rolls/buns,newspapers,cream cheese,,,,,,,,,,,,,,,,
whole milk,other vegetables,soda,newspapers,,,,,,,,,,,,,,,
other vegetables,root vegetables,bottled beer,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,
other vegetables,shopping bags,canned beer,frozen vegetables,chicken,,,,,,,,,,,,,,
butter,curd,,,,,,,,,,,,,,,,,
soda,tropical fruit,bottled beer,domestic eggs,,,,,,,,,,,,,,,
whole milk,other vegetables,root vegetables,newspapers,whipped/sour cream,frozen vegetables,,,,,,,,,,,,,
other vegetables,rolls/buns,soda,tropical fruit,bottled beer,margarine,salty snack,,,,,,,,,,,,
whole milk,soda,sausage,citrus fruit,hamburger meat,hygiene articles,,,,,,,,,,,,,
bottled water,,,,,,,,,,,,,,,,,,
salty snack,,,,,,,,,,,,,,,,,,
other vegetables,shopping bags,newspapers,beef,chocolate,,,,,,,,,,,,,,
whole milk,soda,,,,,,,,,,,,,,,,,
whole milk,other vegetables,shopping bags,domestic eggs,salty snack,hygiene articles,,,,,,,,,,,,,
newspapers,,,,,,,,,,,,,,,,,,
other vegetables,rolls/buns,bottled beer,frankfurter,coffee,white bread,long life bakery product,,,,,,,,,,,,
soda,butter,hamburger meat,,,,,,,,,,,,,,,,
whipped/sour cream,domestic eggs,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
yogurt,tropical fruit,pip fruit,frozen vegetables,,,,,,,,,,,,,,,
yogurt,bottled water,,,,,,,,,,,,,,,,,
whole milk,soda,bottled beer,whipped/sour cream,coffee,dessert,,,,,,,,,,,,,
other vegetables,soda,tropical fruit,sausage,fruit/vegetable juice,whipped/sour cream,butter,white bread,salty snack,,,,,,,,,,
bottled water,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,yogurt,bottled water,tropical fruit,bottled beer,whipped/sour cream,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,
whole milk,other vegetables,root vegetables,fruit/vegetable juice,domestic eggs,margarine,pork,hygiene articles,,,,,,,,,,,
salty snack,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,
other vegetables,citrus fruit,,,,,,,,,,,,,,,,,
whole milk,other vegetables,tropical fruit,sausage,domestic eggs,,,,,,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,
soda,shopping bags,sausage,fruit/vegetable juice,salty snack,,,,,,,,,,,,,,
tropical fruit,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,
shopping bags,canned beer,domestic eggs,,,,,,,,,,,,,,,,
soda,canned beer,,,,,,,,,,,,,,,,,
whole milk,soda,pastry,bottled beer,napkins,dessert,,,,,,,,,,,,,
tropical fruit,,,,,,,,,,,,,,,,,,
whole milk,soda,bottled water,shopping bags,fruit/vegetable juice,white bread,salty snack,hamburger meat,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
shopping bags,bottled beer,,,,,,,,,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,,,,,,,,,
whole milk,other vegetables,root vegetables,tropical fruit,shopping bags,pastry,citrus fruit,fruit/vegetable juice,brown bread,chocolate,berries,,,,,,,,
,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
rolls/buns,yogurt,chocolate,cream cheese,,,,,,,,,,,,,,,
bottled water,,,,,,,,,,,,,,,,,,
tropical fruit,,,,,,,,,,,,,,,,,,
soda,frankfurter,curd,,,,,,,,,,,,,,,,
yogurt,pastry,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,
yogurt,tropical fruit,cream cheese,,,,,,,,,,,,,,,,
newspapers,brown bread,UHT-milk,,,,,,,,,,,,,,,,
bottled water,citrus fruit,newspapers,pip fruit,,,,,,,,,,,,,,,
newspapers,,,,,,,,,,,,,,,,,,
soda,canned beer,,,,,,,,,,,,,,,,,
soda,bottled water,tropical fruit,bottled beer,napkins,dessert,,,,,,,,,,,,,
bottled water,bottled beer,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
whole milk,other vegetables,yogurt,shopping bags,pastry,domestic eggs,onions,,,,,,,,,,,,
soda,pastry,,,,,,,,,,,,,,,,,
soda,yogurt,bottled water,tropical fruit,newspapers,brown bread,margarine,,,,,,,,,,,,
whole milk,other vegetables,soda,canned beer,chocolate,hamburger meat,,,,,,,,,,,,,
whole milk,bottled water,bottled beer,pip fruit,fruit/vegetable juice,coffee,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,
whole milk,tropical fruit,shopping bags,pip fruit,whipped/sour cream,pork,napkins,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,,,,,,,,,
soda,long life bakery product,,,,,,,,,,,,,,,,,
soda,pastry,fruit/vegetable juice,butter,chocolate,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,tropical fruit,UHT-milk,,,,,,,,,,,,,,,
whole milk,bottled water,newspapers,,,,,,,,,,,,,,,,
soda,yogurt,waffles,,,,,,,,,,,,,,,,
yogurt,shopping bags,sausage,pastry,,,,,,,,,,,,,,,
whole milk,other vegetables,rolls/buns,canned beer,frankfurter,margarine,butter,,,,,,,,,,,,
other vegetables,yogurt,root vegetables,shopping bags,whipped/sour cream,domestic eggs,long life bakery product,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
other vegetables,rolls/buns,soda,yogurt,root vegetables,tropical fruit,shopping bags,cream cheese,berries,,,,,,,,,,
rolls/buns,yogurt,frozen vegetables,,,,,,,,,,,,,,,,
newspapers,,,,,,,,,,,,,,,,,,
rolls/buns,coffee,sugar,,,,,,,,,,,,,,,,
pip fruit,,,,,,,,,,,,,,,,,,
coffee,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,yogurt,root vegetables,sausage,pastry,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,pip fruit,frankfurter,margarine,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
whole milk,yogurt,butter,,,,,,,,,,,,,,,,
rolls/buns,soda,,,,,,,,,,,,,,,,,
rolls/buns,pip fruit,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
other vegetables,rolls/buns,root vegetables,tropical fruit,pastry,citrus fruit,pip fruit,,,,,,,,,,,,
rolls/buns,soda,yogurt,bottled water,newspapers,fruit/vegetable juice,butter,cream cheese,,,,,,,,,,,
tropical fruit,brown bread,,,,,,,,,,,,,,,,,
citrus fruit,dessert,,,,,,,,,,,,,,,,,
whole milk,citrus fruit,pip fruit,margarine,,,,,,,,,,,,,,,
rolls/buns,fruit/vegetable juice,brown bread,butter,long life bakery product,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
brown bread,,,,,,,,,,,,,,,,,,
newspapers,,,,,,,,,,,,,,,,,,
whole milk,yogurt,tropical fruit,pastry,pip fruit,brown bread,curd,,,,,,,,,,,,
rolls/buns,soda,bottled water,,,,,,,,,,,,,,,,
rolls/buns,soda,sausage,,,,,,,,,,,,,,,,
sausage,,,,,,,,,,,,,,,,,,
whole milk,yogurt,,,,,,,,,,,,,,,,,
pastry,pip fruit,hygiene articles,,,,,,,,,,,,,,,,
yogurt,bottled water,,,,,,,,,,,,,,,,,
rolls/buns,yogurt,cream cheese,,,,,,,,,,,,,,,,
rolls/buns,soda,sausage,citrus fruit,domestic eggs,margarine,butter,,,,,,,,,,,,
yogurt,citrus fruit,hygiene articles,,,,,,,,,,,,,,,,
coffee,UHT-milk,,,,,,,,,,,,,,,,,
sausage,long life bakery product,,,,,,,,,,,,,,,,,
whole milk,soda,pastry,canned beer,brown bread,margarine,sugar,,,,,,,,,,,,
whole milk,other vegetables,rolls/buns,citrus fruit,waffles,,,,,,,,,,,,,,
whole milk,other vegetables,citrus fruit,pip fruit,pork,,,,,,,,,,,,,,
pip fruit,cream cheese,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
newspapers,canned beer,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
salty snack,,,,,,,,,,,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,,,,,,,,,
whole milk,other vegetables,rolls/buns,bottled water,fruit/vegetable juice,coffee,sugar,,,,,,,,,,,,
whole milk,rolls/buns,bottled water,bottled beer,brown bread,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,
root vegetables,pork,,,,,,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,,,,,,
whole milk,shopping bags,,,,,,,,,,,,,,,,,
soda,bottled water,,,,,,,,,,,,,,,,,
other vegetables,sausage,citrus fruit,bottled beer,whipped/sour cream,margarine,frozen vegetables,hygiene articles,,,,,,,,,,,
whole milk,rolls/buns,yogurt,domestic eggs,curd,beef,white bread,,,,,,,,,,,,
whole milk,other vegetables,yogurt,root vegetables,tropical fruit,bottled beer,pip fruit,white bread,cream cheese,waffles,dessert,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
yogurt,,,,,,,,,,,,,,,,,,
rolls/buns,pastry,pip fruit,brown bread,domestic eggs,white bread,dessert,,,,,,,,,,,,
whole milk,other vegetables,rolls/buns,yogurt,bottled water,root vegetables,tropical fruit,domestic eggs,margarine,,,,,,,,,,
yogurt,pip fruit,,,,,,,,,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,,,,,,,,,
root vegetables,,,,,,,,,,,,,,,,,,
rolls/buns,soda,tropical fruit,whipped/sour cream,coffee,long life bakery product,berries,,,,,,,,,,,,
bottled water,pastry,whipped/sour cream,,,,,,,,,,,,,,,,
whole milk,yogurt,sausage,citrus fruit,white bread,hamburger meat,,,,,,,,,,,,,
rolls/buns,soda,shopping bags,sausage,frankfurter,,,,,,,,,,,,,,
other vegetables,root vegetables,whipped/sour cream,,,,,,,,,,,,,,,,
whole milk,canned beer,,,,,,,,,,,,,,,,,
soda,tropical fruit,shopping bags,whipped/sour cream,coffee,pork,chicken,,,,,,,,,,,,
long life bakery product,,,,,,,,,,,,,,,,,,
canned beer,cream cheese,waffles,hygiene articles,,,,,,,,,,,,,,,
whole milk,bottled beer,newspapers,brown bread,,,,,,,,,,,,,,,
citrus fruit,bottled beer,margarine,napkins,onions,,,,,,,,,,,,,,
tropical fruit,pastry,brown bread,,,,,,,,,,,,,,,,
rolls/buns,sausage,napkins,long life bakery product,,,,,,,,,,,,,,,
whole milk,coffee,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
whole milk,root vegetables,citrus fruit,pip fruit,,,,,,,,,,,,,,,
other vegetables,rolls/buns,root vegetables,beef,frozen vegetables,sugar,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
tropical fruit,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
other vegetables,root vegetables,tropical fruit,pork,,,,,,,,,,,,,,,
rolls/buns,cream cheese,,,,,,,,,,,,,,,,,
whole milk,other vegetables,rolls/buns,shopping bags,,,,,,,,,,,,,,,
tropical fruit,sausage,bottled beer,pip fruit,curd,,,,,,,,,,,,,,
whole milk,root vegetables,tropical fruit,sausage,frankfurter,frozen vegetables,salty snack,,,,,,,,,,,,
sausage,bottled beer,UHT-milk,,,,,,,,,,,,,,,,
whole milk,bottled beer,butter,sugar,,,,,,,,,,,,,,,
whole milk,rolls/buns,domestic eggs,,,,,,,,,,,,,,,,
frozen vegetables,,,,,,,,,,,,,,,,,,
other vegetables,yogurt,root vegetables,,,,,,,,,,,,,,,,
whole milk,other vegetables,yogurt,pip fruit,,,,,,,,,,,,,,,
bottled water,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,
other vegetables,margarine,frozen vegetables,chicken,,,,,,,,,,,,,,,
whole milk,citrus fruit,pip fruit,napkins,cream cheese,long life bakery product,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
citrus fruit,curd,UHT-milk,,,,,,,,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,,,,,,,,,
soda,margarine,hamburger meat,,,,,,,,,,,,,,,,
whole milk,other vegetables,pork,,,,,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
rolls/buns,sausage,,,,,,,,,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,,,,,,,,,
soda,sausage,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,
bottled water,frozen vegetables,,,,,,,,,,,,,,,,,
whole milk,newspapers,pip fruit,fruit/vegetable juice,brown bread,margarine,white bread,,,,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,,,,,,,,,
other vegetables,rolls/buns,whipped/sour cream,domestic eggs,frankfurter,napkins,hygiene articles,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,,,,,,
bottled beer,newspapers,white bread,,,,,,,,,,,,,,,,
citrus fruit,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,,,,,,,,,
yogurt,shopping bags,sausage,whipped/sour cream,domestic eggs,frankfurter,margarine,butter,cream cheese,berries,,,,,,,,,
chocolate,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,
yogurt,sausage,pastry,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
pastry,bottled beer,chocolate,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
root vegetables,tropical fruit,newspapers,pip fruit,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,
napkins,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,
root vegetables,canned beer,,,,,,,,,,,,,,,,,
whole milk,soda,pip fruit,,,,,,,,,,,,,,,,
whole milk,other vegetables,root vegetables,bottled beer,,,,,,,,,,,,,,,
whole milk,rolls/buns,sausage,fruit/vegetable juice,domestic eggs,frozen vegetables,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,
canned beer,brown bread,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,
soda,bottled beer,napkins,,,,,,,,,,,,,,,,
whole milk,butter,,,,,,,,,,,,,,,,,
rolls/buns,frankfurter,,,,,,,,,,,,,,,,,
tropical fruit,shopping bags,pip fruit,napkins,sugar,,,,,,,,,,,,,,
soda,root vegetables,cream cheese,UHT-milk,onions,,,,,,,,,,,,,,
yogurt,fruit/vegetable juice,,,,,,,,,,,,,,,,,
soda,long life bakery product,,,,,,,,,,,,,,,,,
other vegetables,yogurt,root vegetables,shopping bags,,,,,,,,,,,,,,,
whole milk,other vegetables,soda,yogurt,tropical fruit,bottled beer,whipped/sour cream,butter,white bread,hamburger meat,,,,,,,,,
soda,pip fruit,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,
soda,pip fruit,,,,,,,,,,,,,,,,,
rolls/buns,tropical fruit,shopping bags,butter,,,,,,,,,,,,,,,
waffles,dessert,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,pastry,newspapers,,,,,,,,,,,,,,,
whole milk,other vegetables,root vegetables,margarine,frozen vegetables,,,,,,,,,,,,,,
whole milk,rolls/buns,frankfurter,,,,,,,,,,,,,,,,
dessert,,,,,,,,,,,,,,,,,,
whole milk,other vegetables,root vegetables,,,,,,,,,,,,,,,,
shopping bags,cream cheese,waffles,salty snack,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
whole milk,pastry,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
rolls/buns,yogurt,sausage,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
yogurt,,,,,,,,,,,,,,,,,,
chocolate,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,yogurt,chocolate,cream cheese,,,,,,,,,,,,,,
soda,shopping bags,sausage,,,,,,,,,,,,,,,,
rolls/buns,pastry,sugar,,,,,,,,,,,,,,,,
pip fruit,margarine,pork,frozen vegetables,dessert,,,,,,,,,,,,,,
soda,curd,,,,,,,,,,,,,,,,,
rolls/buns,coffee,,,,,,,,,,,,,,,,,
whole milk,frankfurter,butter,dessert,,,,,,,,,,,,,,,
bottled water,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,
fruit/vegetable juice,,,,,,,,,,,,,,,,,,
rolls/buns,yogurt,tropical fruit,,,,,,,,,,,,,,,,
coffee,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,
citrus fruit,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,
pastry,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
whipped/sour cream,frozen vegetables,,,,,,,,,,,,,,,,,
rolls/buns,brown bread,,,,,,,,,,,,,,,,,
soda,bottled beer,,,,,,,,,,,,,,,,,
newspapers,white bread,,,,,,,,,,,,,,,,,
whole milk,newspapers,curd,dessert,,,,,,,,,,,,,,,
root vegetables,,,,,,,,,,,,,,,,,,
brown bread,frankfurter,butter,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,
whole milk,other vegetables,soda,fruit/vegetable juice,coffee,dessert,,,,,,,,,,,,,
yogurt,curd,,,,,,,,,,,,,,,,,
soda,pip fruit,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
frankfurter,,,,,,,,,,,,,,,,,,
yogurt,newspapers,beef,cream cheese,,,,,,,,,,,,,,,
bottled water,curd,UHT-milk,,,,,,,,,,,,,,,,
whole milk,rolls/buns,soda,shopping bags,curd,napkins,dessert,hamburger meat,,,,,,,,,,,
whole milk,root vegetables,citrus fruit,brown bread,onions,,,,,,,,,,,,,,
rolls/buns,soda,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,
tropical fruit,pork,,,,,,,,,,,,,,,,,
pastry,cream cheese,,,,,,,,,,,,,,,,,
whole milk,tropical fruit,pastry,pip fruit,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
root vegetables,pastry,brown bread,pork,,,,,,,,,,,,,,,
whole milk,sausage,pastry,pork,,,,,,,,,,,,,,,
yogurt,canned beer,,,,,,,,,,,,,,,,,
other vegetables,rolls/buns,soda,brown bread,,,,,,,,,,,,,,,
tropical fruit,brown bread,,,,,,,,,,,,,,,,,
whole milk,other vegetables,canned beer,sugar,hamburger meat,,,,,,,,,,,,,,
other vegetables,rolls/buns,yogurt,bottled water,root vegetables,napkins,chocolate,,,,,,,,,,,,
whole milk,rolls/buns,fruit/vegetable juice,whipped/sour cream,chicken,white bread,,,,,,,,,,,,,
brown bread,dessert,,,,,,,,,,,,,,,,,
coffee,,,,,,,,,,,,,,,,,,
bottled water,pip fruit,coffee,long life bakery product,sugar,,,,,,,,,,,,,,
other vegetables,sausage,newspapers,,,,,,,,,,,,,,,,
whole milk,other vegetables,soda,yogurt,sausage,,,,,,,,,,,,,,
whole milk,rolls/buns,soda,yogurt,shopping bags,white bread,long life bakery product,,,,,,,,,,,,
citrus fruit,,,,,,,,,,,,,,,,,,
bottled water,,,,,,,,,,,,,,,,,,
pastry,,,,,,,,,,,,,,,,,,
rolls/buns,shopping bags,sausage,newspapers,,,,,,,,,,,,,,,
sausage,bottled beer,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,,,,,,,,,
whole milk,yogurt,white bread,,,,,,,,,,,,,,,,
bottled water,,,,,,,,,,,,,,,,,,
beef,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,
bottled water,root vegetables,citrus fruit,pip fruit,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,,,,,,,,,
fruit/vegetable juice,white bread,,,,,,,,,,,,,,,,,
yogurt,napkins,dessert,,,,,,,,,,,,,,,,
other vegetables,soda,canned beer,,,,,,,,,,,,,,,,
rolls/buns,soda,coffee,sugar,,,,,,,,,,,,,,,
other vegetables,sausage,pip fruit,napkins,salty snack,,,,,,,,,,,,,,
rolls/buns,sausage,,,,,,,,,,,,,,,,,
butter,napkins,,,,,,,,,,,,,,,,,
fruit/vegetable juice,chicken,long life bakery product,,,,,,,,,,,,,,,,
whole milk,bottled water,waffles,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,
rolls/buns,soda,,,,,,,,,,,,,,,,,
soda,yogurt,bottled water,shopping bags,citrus fruit,fruit/vegetable juice,chocolate,berries,,,,,,,,,,,
rolls/buns,pastry,coffee,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
